57	66	74	52	94	3	40	96	72	82	9	20	2	83	25	95	78	5	66	16	100	79	37	72	19	25	63	54	78	26	77	53	33	51	96	17	45	84	54	24	25	97	63	96	84	90	37	13	72	89
82	24	41	40	46	79	28	2	32	68	41	87	18	45	5	57	88	52	87	8	49	95	51	41	91	3	15	42	89	29	88	49	82	89	45	53	11	93	5	17	89	43	51	86	84	39	79	17	91	26
2	86	27	63	39	87	73	0	49	42	63	87	13	3	80	93	4	29	0	52	45	95	46	70	19	5	44	66	58	52	25	99	51	62	27	2	22	18	49	58	80	11	43	63	55	2	30	47	5	91
34	49	16	38	81	7	39	57	44	33	43	7	43	98	17	64	35	51	77	78	71	87	80	43	72	34	52	84	15	16	76	97	61	67	18	76	82	13	81	19	64	65	75	15	15	73	69	46	45	91
68	79	71	28	19	48	69	74	67	47	56	55	42	27	58	46	46	76	80	41	83	22	70	58	13	6	11	65	28	99	66	6	38	25	49	98	25	32	47	70	6	7	46	34	63	9	23	47	58	69
26	93	66	3	8	46	8	13	15	13	36	4	46	68	81	50	17	16	79	61	21	14	28	9	35	75	76	36	95	4	83	64	6	60	72	73	40	34	17	3	89	12	17	33	34	2	61	78	53	12
93	6	69	98	47	12	64	57	69	33	70	73	18	10	30	72	98	87	97	7	10	83	100	75	72	8	97	95	75	32	14	98	83	82	12	77	96	9	12	59	9	83	65	84	33	16	94	6	2	62
5	74	82	45	2	9	6	94	25	39	16	70	82	37	19	73	90	37	99	54	77	89	75	37	99	28	17	15	42	56	15	90	92	13	27	40	15	38	80	2	70	1	84	73	43	39	0	28	65	61
27	57	7	49	85	16	99	45	46	75	92	91	52	70	24	26	78	69	10	80	57	52	58	97	84	76	4	2	94	59	27	90	51	82	28	59	83	43	28	10	41	71	92	4	11	80	50	14	49	17
62	32	18	86	4	76	99	11	65	9	12	97	52	87	47	1	40	71	41	66	43	35	40	100	38	86	60	53	86	4	26	91	53	76	98	96	72	66	77	53	60	71	78	19	98	44	19	4	58	9
40	79	73	84	74	27	92	18	47	18	15	46	26	61	84	22	44	76	90	52	29	75	94	89	5	73	57	21	1	94	67	56	96	76	65	47	18	70	1	70	3	54	18	59	37	14	44	16	35	76
0	44	14	5	80	66	86	84	78	1	70	71	16	53	52	60	50	51	97	37	4	74	74	19	48	76	56	35	51	92	28	41	87	26	94	22	41	90	97	99	61	34	93	0	0	33	37	65	6	78
64	94	19	98	72	27	70	95	58	4	9	51	32	86	73	29	85	91	60	29	18	60	54	98	77	70	82	74	19	14	39	92	28	73	28	34	21	89	54	66	53	46	32	93	90	9	1	6	27	71
49	46	4	78	60	3	39	21	21	1	45	97	75	43	65	17	23	60	58	38	7	96	37	95	77	72	28	62	8	67	68	75	46	49	66	93	88	51	13	24	95	100	67	52	21	56	72	89	27	72
87	42	49	90	64	53	9	10	0	88	75	77	13	55	33	70	51	26	77	73	30	72	46	33	43	7	29	85	73	20	0	39	35	36	80	26	26	57	85	12	83	77	50	26	49	18	87	12	18	51
5	45	11	54	41	15	97	15	46	56	24	25	37	81	87	36	42	77	75	7	43	95	42	65	90	54	22	19	85	25	21	16	66	22	14	56	27	82	95	65	30	11	10	28	88	58	40	69	40	13
77	9	37	11	7	11	3	47	65	88	93	77	31	20	35	7	59	14	66	31	8	60	83	10	78	32	84	13	77	31	13	53	80	71	49	11	80	55	14	3	52	81	16	6	72	53	81	91	94	81
100	25	2	8	5	16	27	26	34	76	27	91	71	33	75	40	98	60	71	23	28	4	100	63	79	28	43	76	39	25	51	93	20	97	32	89	50	71	65	33	85	54	21	39	76	62	9	84	32	32
56	20	19	70	53	95	25	40	30	78	73	51	88	8	24	35	71	75	1	86	90	26	95	38	39	74	84	61	87	16	18	60	43	6	70	31	73	50	43	37	63	10	41	88	61	33	66	12	15	41
92	35	82	46	42	29	25	82	31	79	11	65	53	14	60	12	8	81	39	93	62	20	31	64	23	80	86	7	77	5	8	72	45	46	24	83	78	97	64	40	5	92	19	65	26	99	57	27	28	48
25	86	73	22	79	72	4	18	23	63	43	18	4	25	70	39	19	7	90	77	34	11	16	100	88	71	0	66	37	24	22	59	79	29	81	23	100	23	67	53	78	60	74	1	97	87	87	95	95	88
80	50	37	51	14	14	69	74	35	8	71	39	81	99	41	85	39	76	45	47	40	97	40	37	100	75	38	15	2	0	85	6	71	50	45	72	21	28	15	66	54	26	88	59	82	39	79	75	60	12
48	10	49	47	47	83	10	0	52	39	76	54	71	34	23	65	68	30	53	69	64	11	61	79	94	14	8	81	55	60	96	63	55	91	53	74	58	23	3	62	62	20	76	76	90	0	55	53	36	17
71	49	21	91	48	36	50	70	54	33	75	30	46	92	44	13	99	81	82	50	6	44	27	92	7	43	35	86	89	93	59	55	45	37	89	47	41	64	42	16	24	88	70	70	88	32	75	85	32	77
2	75	72	86	10	26	21	30	84	5	1	64	82	61	75	20	85	8	3	97	72	34	39	66	25	19	75	58	3	75	69	51	53	12	91	85	84	59	27	62	25	11	81	36	15	60	6	8	95	68
47	66	81	35	4	69	36	6	61	91	51	64	26	8	37	50	11	70	71	91	37	26	82	41	71	61	54	2	50	66	13	67	63	36	27	2	70	18	7	22	48	77	99	36	10	62	85	72	100	66
49	36	37	4	31	21	85	40	64	43	14	34	56	95	78	85	1	91	82	34	80	93	62	49	42	60	27	45	30	9	77	82	2	85	16	77	30	58	5	6	18	30	54	64	7	14	21	3	59	26
60	95	91	66	86	56	75	89	63	71	95	39	9	54	67	32	31	72	79	0	54	43	85	75	16	49	39	98	41	28	38	23	87	4	49	82	92	37	100	61	2	42	96	34	12	79	21	100	97	75
83	49	25	58	73	17	9	15	49	36	16	78	47	34	33	71	53	5	5	85	41	95	73	18	99	12	48	51	63	38	28	40	0	67	45	90	99	28	32	32	73	77	88	63	44	25	95	61	1	42
26	16	95	11	34	89	77	7	60	60	69	59	52	11	7	77	77	81	90	43	72	24	73	73	12	64	6	9	74	74	17	87	50	21	12	12	45	89	32	57	12	92	69	72	63	14	24	77	55	67
48	14	71	58	70	1	43	21	100	70	82	68	33	86	43	83	9	31	99	96	32	88	48	33	31	81	55	1	10	99	40	30	54	7	25	2	15	92	52	10	69	24	90	63	75	45	58	84	28	81
5	93	78	60	35	61	67	38	26	90	47	41	11	0	29	52	13	25	60	40	67	17	80	89	26	8	98	85	58	87	22	72	73	29	94	47	52	95	73	65	36	78	65	62	64	27	12	89	33	23
31	33	23	89	14	88	13	90	33	26	63	82	80	40	67	76	69	83	7	83	100	18	53	96	3	89	52	17	25	99	96	9	52	35	55	90	48	85	15	5	34	63	61	46	2	55	99	25	95	88
59	30	81	51	24	12	80	27	85	25	35	97	64	35	31	53	29	44	86	78	27	85	67	2	49	36	58	6	94	49	91	27	22	37	40	66	28	0	11	42	9	20	100	90	70	38	99	26	15	49
25	54	40	17	61	74	63	79	2	88	55	74	34	35	35	8	74	27	95	66	25	29	33	43	69	6	85	78	32	10	37	31	92	45	23	37	88	5	77	66	2	50	99	23	87	36	87	64	55	62
64	72	31	50	23	97	20	97	48	54	90	86	46	92	51	23	82	90	12	98	20	68	51	29	63	76	30	10	56	33	20	21	22	71	47	65	100	41	21	27	16	92	58	22	77	16	3	6	73	64
54	97	52	57	41	97	21	2	87	48	66	10	40	15	34	68	64	76	45	86	23	40	68	85	82	29	10	28	52	46	72	23	37	93	79	23	69	65	29	50	44	98	55	73	61	6	51	42	89	8
53	28	62	88	40	13	28	67	76	12	86	94	50	40	76	43	73	47	36	10	100	99	46	95	41	26	86	96	24	75	78	68	40	44	93	44	62	50	53	66	95	1	89	17	65	51	47	14	97	18
